Year,State,Coal_Consumption_Mt,CO2_Emissions_MtCO2e,Carbon_Credits_Earned,Mitigation_Strategies,Carbon_Sinks_MtCO2e,Excavation,Transportation,Fuel,Equipment,Workers,FuelType,Reduction,Output
2021,Telangana,62.77,569.76,72018,Coal Gasification,39.2,2978.06,55.13,3863.75,333.2,1695,Coal,11.81,530.43
2015,Jharkhand,144.77,135.82,67722,Renewable Energy,28.69,3009.16,50.44,1740.01,248.32,2677,Coal,29.08,1893.64
2022,Jharkhand,180.01,278.98,86081,Carbon Capture,30.36,1145.9,41.08,5925.5,137.19,182,Diesel,17.4,768.04
2021,Chhattisgarh,91.04,405.84,14547,Energy Efficiency,5.11,1435.48,154.45,8445.94,371.1,4805,Gas,15.02,2443.13
2017,Telangana,277.5,153.26,36643,Carbon Capture,28.89,4536.25,190.94,6368.84,368.98,1229,Diesel,15.32,1598.83
2022,Jharkhand,179.96,238.09,12707,Energy Efficiency,16.62,1104.73,88.32,6351.79,177.72,1380,Coal,19.12,3646.99
2016,West Bengal,234.32,241.97,36359,None,15.69,4829.05,145.01,3302.68,457.22,803,Diesel,6.41,804.2
2019,Jharkhand,262.58,436.84,76344,Afforestation,40.83,4136.32,102.93,1546.95,208.49,730,Coal,5.66,3872.77
2024,Madhya Pradesh,162.12,490.02,126446,Afforestation,9.24,2188.06,181.59,4083.03,368.64,4619,Gas,29.83,3534.35
2023,Chhattisgarh,276.88,283.55,106911,None,6.53,1902.05,194.58,3829.98,407.48,781,Diesel,15.88,4346.88
2018,Madhya Pradesh,290.03,209.9,118741,None,12.16,4056.8,117.62,9692.49,91.83,2661,Gas,16.76,2246.29
2015,Maharashtra,208.07,444.61,198320,Renewable Energy,45.33,856.3,69.16,6448.14,400.75,2982,Coal,4.93,3060.13
2020,Telangana,286.36,210.39,108821,Carbon Capture,42.31,3641.47,31.62,6962.46,469.34,3301,Gas,15.13,4947.64
2024,Maharashtra,69.08,394.03,194204,Energy Efficiency,44.38,4919.6,36.51,1665.98,251.97,2792,Coal,8.64,1247.98
2021,Madhya Pradesh,61.69,453.47,80086,Coal Gasification,34.52,3531.32,84.27,9226.73,258.03,985,Diesel,7.46,2567.4
2015,Madhya Pradesh,96.6,449.16,171070,Renewable Energy,41.81,630.54,29.36,8142.69,381.48,2196,Diesel,25.49,3722.62
2018,Chhattisgarh,289.92,240.5,49653,Energy Efficiency,28.66,3562.88,66.6,5393.72,274.9,3486,Gas,4.74,2667.14
2015,Jharkhand,290.38,383.38,65280,Coal Gasification,12.2,1704.95,101.92,2062.24,72.87,3629,Gas,20.41,342.65
2020,Chhattisgarh,113.12,239.3,105370,Coal Gasification,17.48,1734.11,24.21,8640.55,300.51,4312,Coal,10.83,2312.9
2020,Chhattisgarh,265.99,375.37,179502,Afforestation,27.37,4133.82,156.45,2718.5,69.39,443,Diesel,7.09,1540.97
2021,Jharkhand,246.46,548.67,178500,None,19.21,4295.24,109.26,7359.41,216.28,2098,Diesel,14.96,4462.23
2021,Odisha,185.35,362.37,61672,Afforestation,6.45,2975.06,64.55,879.01,106.15,4790,Coal,20.71,1966.94
2019,Jharkhand,261.86,487.25,155361,None,14.13,3767.38,162.56,9062.48,127.6,2683,Gas,27.17,4509.9
2021,Chhattisgarh,95.3,122.4,187372,Afforestation,27.82,1958.12,139.49,6279.1,86.22,796,Gas,3.7,1308.02
2018,Maharashtra,134.83,331.9,163065,Afforestation,40.38,4129.8,193.08,125.51,367.17,2603,Diesel,22.55,1352.95
2021,Telangana,240.79,446.21,50245,Energy Efficiency,8.15,4541.59,196.96,7366.98,279.62,549,Gas,7.22,1066.34
2015,Maharashtra,269.45,359.64,51500,Coal Gasification,7.65,2308.53,101.56,4873.52,79.12,3049,Diesel,13.04,4526.55
2020,Madhya Pradesh,215.54,518.32,103814,Carbon Capture,48.92,735.78,192.47,8716.12,94.03,952,Gas,14.42,1020.56
2024,Maharashtra,97.2,434.22,84478,None,41.58,1640.7,120.95,3525.2,324.66,780,Gas,7.48,1783.62
2016,Madhya Pradesh,204.19,276.44,64390,Afforestation,12.52,4446.6,24.28,2360.25,183.2,705,Diesel,10.01,1170.6
2017,Jharkhand,295.9,480.67,87914,Afforestation,31.87,3315.6,147.49,5571.28,64.5,3632,Gas,22.67,2482.83
2023,Jharkhand,63.66,102.73,143028,Renewable Energy,30.46,2652.36,105.52,3236.51,121.39,1635,Diesel,16.38,1730.9
2021,West Bengal,268.11,555.9,39882,Afforestation,46.27,1942.6,152.77,8852.91,412.11,2720,Gas,2.86,4173.05
2017,Madhya Pradesh,65.17,589.24,41140,Afforestation,43.75,4681.82,109.85,4829.39,206.15,4054,Coal,16.29,2025.43
2020,West Bengal,87.5,355.5,38275,Afforestation,20.44,4702.37,18.86,2783.82,113.93,1312,Coal,16.19,4779.47
2023,West Bengal,116.06,394.59,101090,Afforestation,36.46,889.39,34.37,8081.71,464.08,4811,Gas,11.0,1334.99
2016,Maharashtra,108.41,144.23,189844,Coal Gasification,18.36,3904.85,181.99,6888.62,394.88,3447,Diesel,22.0,315.53
2019,Jharkhand,112.67,469.18,92853,None,16.31,1598.47,96.36,8677.4,213.49,2782,Coal,21.72,2083.95
2021,Telangana,57.87,302.39,113729,Energy Efficiency,13.09,2087.96,134.71,4142.54,57.0,4035,Gas,28.9,781.44
2018,Jharkhand,256.82,216.25,117836,Carbon Capture,31.22,1811.41,190.73,6188.56,342.79,1553,Gas,13.98,413.74
2021,Jharkhand,74.73,102.15,179404,Renewable Energy,9.43,4597.92,137.06,9140.4,249.57,1810,Diesel,13.55,2951.85
2022,West Bengal,54.36,198.0,41076,Carbon Capture,36.75,2785.74,111.08,3646.58,395.21,3052,Coal,8.56,473.01
2021,Madhya Pradesh,53.65,181.4,58874,Coal Gasification,40.18,4454.55,193.73,4245.53,71.39,2906,Gas,25.07,2815.15
2023,Jharkhand,195.97,576.01,34841,Afforestation,46.42,2639.13,50.55,3587.04,277.48,2200,Gas,27.34,4945.48
2023,Madhya Pradesh,294.99,521.28,158563,Coal Gasification,8.61,3140.25,23.05,6250.37,450.74,4453,Coal,17.54,4603.14
2021,West Bengal,278.5,416.31,73850,Energy Efficiency,47.92,3084.29,195.47,9374.73,320.03,895,Diesel,18.26,2599.61
2022,Madhya Pradesh,104.25,240.82,147176,Coal Gasification,10.96,4974.6,78.22,2107.48,313.64,4100,Coal,8.61,3602.31
2018,Telangana,86.39,260.09,89837,None,13.61,4966.55,10.88,9015.82,172.76,1448,Gas,22.79,3071.27
2018,West Bengal,131.13,479.16,179669,Afforestation,6.96,2177.55,91.6,4882.49,134.74,1310,Diesel,17.06,1205.57
2018,West Bengal,92.48,397.51,75228,Carbon Capture,6.39,746.78,73.58,4209.67,308.12,4585,Diesel,2.16,1213.81
2023,Chhattisgarh,296.41,470.9,173642,Renewable Energy,15.03,1119.82,52.58,9487.97,140.4,2186,Gas,19.09,2059.67
2016,Jharkhand,169.89,128.83,115277,Energy Efficiency,36.19,2933.44,151.91,416.9,412.36,3411,Coal,8.51,2519.87
2018,Maharashtra,264.45,134.76,148271,Coal Gasification,11.73,4485.77,95.84,802.99,355.8,1208,Diesel,14.94,4372.03
2019,Madhya Pradesh,54.23,171.6,58870,Afforestation,8.92,4067.29,118.46,3046.41,318.11,4135,Gas,18.34,273.56
2018,Telangana,246.59,404.9,98512,Carbon Capture,49.41,2987.34,162.04,7519.88,240.32,4004,Coal,25.13,1722.62
2017,Maharashtra,178.84,576.45,110012,Afforestation,48.38,948.77,17.07,1880.49,91.54,4925,Diesel,7.91,215.51
2018,Telangana,298.6,410.37,189623,Carbon Capture,5.47,3692.04,20.36,3903.55,219.88,801,Coal,13.37,1396.27
2019,Madhya Pradesh,178.92,259.58,34624,Renewable Energy,10.95,2751.74,14.77,5903.99,367.52,4585,Coal,15.48,3065.43
2021,Madhya Pradesh,287.82,585.58,127418,Coal Gasification,25.01,2288.49,42.18,767.13,468.2,2917,Coal,7.71,4510.61
2021,Jharkhand,244.44,343.71,55285,Coal Gasification,31.25,2159.28,20.78,7109.29,220.82,2998,Gas,7.0,2663.78
2015,Maharashtra,81.84,242.41,133251,Renewable Energy,15.99,4985.77,113.99,8219.89,472.54,2625,Diesel,5.97,3411.35
2018,West Bengal,83.99,506.93,121897,Renewable Energy,11.53,1143.57,148.23,681.86,80.57,2357,Coal,25.72,2215.31
2024,Jharkhand,75.45,245.51,154804,Carbon Capture,30.5,3738.17,164.04,1252.12,474.02,2052,Coal,20.28,2502.03
2020,West Bengal,276.65,334.11,191038,Energy Efficiency,19.41,2729.28,66.31,6236.16,230.82,2590,Gas,26.98,1093.81
2015,West Bengal,84.45,273.72,27182,Energy Efficiency,41.51,1576.23,167.06,7210.63,259.14,241,Coal,26.61,2406.6
2018,Chhattisgarh,92.2,341.36,103611,Afforestation,24.7,659.14,85.52,9007.63,372.66,1327,Diesel,8.15,1488.73
2023,West Bengal,77.52,207.0,56976,Energy Efficiency,49.02,1779.77,146.24,4455.08,374.42,4176,Diesel,21.84,4747.26
2019,West Bengal,251.74,569.4,129797,Energy Efficiency,25.24,1817.3,119.73,2612.61,342.24,4182,Coal,11.82,3546.47
2018,Odisha,112.25,243.3,127231,Renewable Energy,13.4,3935.44,142.81,7428.45,216.93,4097,Coal,23.51,1597.76
2016,Jharkhand,214.54,351.38,20141,Afforestation,33.94,1862.68,193.78,9097.25,320.63,385,Coal,18.04,3356.73
2022,Telangana,138.97,187.17,73351,Carbon Capture,14.67,2613.64,146.53,2707.84,178.42,4896,Gas,29.3,1825.55
2019,Jharkhand,212.67,420.94,164937,Coal Gasification,27.62,3773.33,24.72,6544.31,498.47,647,Gas,25.74,478.74
2016,Maharashtra,166.68,466.54,129189,None,36.75,4624.14,16.02,2817.52,422.17,2177,Coal,5.4,892.79
2015,Maharashtra,110.78,405.9,15380,None,8.75,2525.23,171.23,8688.81,254.22,355,Gas,10.07,306.88
2015,Telangana,58.17,101.57,22974,None,15.34,2078.08,130.01,3156.29,134.82,4584,Gas,0.12,2224.29
2017,Telangana,98.68,324.25,88688,Energy Efficiency,37.31,3980.93,100.57,7653.98,198.73,2388,Coal,12.4,4152.07
2022,Odisha,107.8,594.63,101272,Renewable Energy,45.43,4379.94,193.4,594.56,217.44,179,Coal,8.31,432.09
2019,Jharkhand,138.53,194.87,188811,Coal Gasification,18.88,2278.29,15.25,8934.2,499.59,2131,Gas,25.96,4891.04
2023,Chhattisgarh,80.3,441.97,119206,Coal Gasification,46.75,4500.21,157.43,6252.96,496.53,280,Diesel,14.83,585.35
2017,Odisha,280.34,547.88,133194,Carbon Capture,8.0,2520.61,189.43,9105.42,192.69,440,Gas,25.56,1251.57
2022,Telangana,91.1,550.9,80507,Carbon Capture,24.26,2577.05,15.68,7740.08,377.97,853,Gas,23.57,3524.94
2015,Jharkhand,175.14,422.8,104717,Coal Gasification,7.63,4224.92,125.82,160.26,96.98,3824,Gas,4.83,4232.13
2020,Odisha,55.72,498.75,48476,Renewable Energy,24.66,3850.02,146.5,155.78,265.11,4442,Gas,9.34,1693.02
2024,Odisha,54.57,187.0,25670,Carbon Capture,8.14,3476.51,55.13,8873.73,241.96,1037,Gas,18.74,2429.91
2016,Telangana,222.39,272.45,130735,Renewable Energy,46.76,4758.89,172.62,8189.45,427.58,628,Diesel,13.34,3430.88
2022,Telangana,102.69,382.21,136887,None,47.28,3544.95,166.19,5455.32,58.2,3205,Diesel,11.29,411.27
2023,Maharashtra,83.92,485.91,145548,None,8.47,3901.49,122.61,5788.16,136.03,644,Coal,17.29,4700.96
2015,Jharkhand,131.73,186.41,169762,Coal Gasification,21.86,4304.14,106.42,5366.43,251.1,3805,Diesel,12.05,4070.25
2015,Chhattisgarh,174.24,321.18,73795,Carbon Capture,6.39,3144.04,195.69,9122.45,310.09,4673,Gas,26.56,3791.11
2017,Maharashtra,107.75,182.03,146004,None,25.09,3511.28,45.89,5378.56,102.04,3782,Diesel,6.14,4641.79
2018,Chhattisgarh,166.6,193.1,135096,Afforestation,27.78,4810.64,67.78,5942.8,391.38,3583,Coal,2.53,1453.67
2020,Maharashtra,57.11,584.18,113657,Afforestation,9.28,585.94,140.53,5548.11,260.18,1696,Coal,10.74,1611.66
2019,Chhattisgarh,167.49,570.96,182397,Carbon Capture,18.79,930.11,15.38,6966.36,188.92,2271,Gas,1.28,3534.59
2017,Chhattisgarh,176.78,305.86,197463,Renewable Energy,10.2,2846.84,78.76,7372.81,65.2,2750,Gas,22.76,3504.8
2018,Madhya Pradesh,237.75,296.84,71292,Renewable Energy,7.96,1497.9,180.79,165.17,486.87,3539,Diesel,27.94,3848.87
2018,Chhattisgarh,149.01,206.91,61436,Coal Gasification,29.83,1950.0,160.77,966.12,282.92,4717,Coal,0.8,4593.63
2019,West Bengal,165.7,288.49,164081,Renewable Energy,45.27,3447.54,191.86,7508.99,117.91,3864,Diesel,28.48,1705.15
2022,Maharashtra,55.99,216.65,11308,Afforestation,34.6,4654.22,15.09,5160.24,382.31,3888,Gas,23.38,3378.48
2021,Chhattisgarh,137.57,500.08,22875,None,24.27,4240.63,160.14,235.97,255.25,404,Coal,27.93,3379.26
2023,Telangana,105.16,419.5,58334,Afforestation,19.74,2681.99,107.25,2822.85,436.77,1270,Coal,12.73,184.35
2015,Jharkhand,202.0,468.49,121813,Afforestation,29.67,1131.52,133.03,4075.42,97.87,1728,Gas,6.83,1861.7
2018,Telangana,64.96,320.01,195782,Energy Efficiency,33.09,1720.24,73.4,5467.91,220.65,4759,Coal,26.51,203.3
2018,West Bengal,72.45,436.45,23901,Carbon Capture,14.05,3076.32,174.95,747.53,205.72,2068,Coal,24.18,3463.62
2015,Odisha,200.82,306.67,73716,Renewable Energy,20.31,1648.11,83.05,215.09,258.34,1088,Coal,8.97,487.87
2018,Chhattisgarh,124.73,297.76,190894,Energy Efficiency,8.6,1912.35,170.62,2397.4,464.02,1930,Coal,12.0,306.81
2024,Madhya Pradesh,277.92,210.37,63906,Coal Gasification,14.05,3324.76,132.52,6986.34,387.59,3422,Diesel,20.33,4835.48
2023,Chhattisgarh,95.57,100.02,160016,Renewable Energy,12.87,4993.14,29.24,5293.27,420.09,2780,Gas,17.63,622.66
2017,Maharashtra,56.82,372.45,172893,Carbon Capture,21.31,2445.9,196.05,2021.0,428.13,1923,Gas,10.02,2031.91
2017,Odisha,110.13,105.71,153136,Afforestation,22.69,3292.26,83.85,2365.9,190.41,3548,Coal,13.62,1319.02
2017,Jharkhand,275.1,115.83,84088,Coal Gasification,6.89,746.77,113.53,4899.21,381.37,1648,Coal,14.98,429.15
2024,Maharashtra,127.73,167.44,96773,Afforestation,48.18,4179.83,176.07,8626.3,167.83,3875,Coal,23.04,3232.37
2024,Maharashtra,88.61,171.74,21797,None,15.52,4229.38,69.68,6385.46,193.11,2912,Gas,16.27,2704.05
2020,Odisha,79.13,224.85,184427,Coal Gasification,43.77,1173.69,96.52,2598.49,166.99,2090,Diesel,27.34,670.76
2022,West Bengal,247.7,557.68,35930,Carbon Capture,25.65,1718.25,194.66,5561.11,175.2,3790,Gas,19.41,852.59
2024,Telangana,96.46,563.37,14128,Afforestation,38.18,2174.88,154.83,397.66,112.38,4721,Diesel,29.24,4272.96
2020,Jharkhand,179.99,290.15,184942,Renewable Energy,5.66,798.11,182.08,8961.3,110.09,2667,Gas,7.42,1081.79
2024,Chhattisgarh,128.05,372.38,39833,Carbon Capture,39.94,3258.98,155.29,3759.41,315.97,1202,Gas,0.93,2066.04
2022,Chhattisgarh,165.16,183.67,169191,Afforestation,46.62,2700.28,122.37,6091.44,222.36,1707,Coal,10.41,2327.08
2019,Odisha,202.08,115.61,162801,Coal Gasification,15.88,3699.14,118.89,2866.93,409.89,4134,Diesel,15.27,2006.02
2022,Telangana,157.47,170.31,24702,Renewable Energy,30.25,4043.62,135.57,7266.17,168.23,1460,Gas,3.93,3668.91
2021,Chhattisgarh,176.55,284.9,144103,Renewable Energy,21.91,595.76,98.97,6467.51,133.34,4655,Coal,19.03,2835.37
2020,Telangana,165.33,462.69,122215,Coal Gasification,39.3,808.9,101.3,2221.55,272.12,4905,Coal,17.32,3848.1
2022,Chhattisgarh,235.75,195.29,177667,None,40.14,1508.02,42.33,8096.11,149.8,3091,Diesel,4.42,3059.17
2019,Jharkhand,105.32,376.56,112218,Energy Efficiency,7.28,1627.82,60.09,5104.14,462.63,2868,Coal,25.34,2098.12
2019,Telangana,255.55,375.85,149528,None,8.77,1879.96,130.12,7638.3,277.89,4692,Gas,22.66,159.36
2024,West Bengal,134.1,582.22,24278,Energy Efficiency,47.69,1942.77,144.95,2980.85,157.08,745,Coal,14.32,4046.29
2023,Chhattisgarh,141.11,272.18,70784,None,16.56,3811.34,178.25,3761.74,65.92,3685,Coal,3.09,3879.78
2018,Madhya Pradesh,216.09,529.59,176175,Renewable Energy,32.88,1835.96,51.23,7545.35,101.69,588,Gas,3.42,4997.18
2016,Jharkhand,247.95,270.17,180519,Coal Gasification,40.7,618.58,38.08,3600.0,124.05,1930,Diesel,19.82,971.53
2020,Chhattisgarh,182.19,210.52,85901,Coal Gasification,8.54,4278.13,85.95,5661.17,479.34,1235,Gas,13.91,1241.43
2018,Maharashtra,126.95,493.3,127287,None,25.71,4449.39,13.49,9062.43,55.18,372,Gas,25.35,2918.03
2024,Jharkhand,246.92,310.51,116251,Coal Gasification,6.79,2835.08,159.85,3178.81,369.48,3972,Diesel,29.1,2714.0
2021,Telangana,247.37,114.96,180249,Energy Efficiency,15.51,829.81,126.92,8208.45,154.56,185,Gas,21.21,2591.36
2022,Jharkhand,54.72,440.55,88664,Carbon Capture,44.13,3029.29,185.43,2487.27,385.31,616,Coal,8.24,3044.33
2022,Jharkhand,246.32,490.84,132204,Renewable Energy,43.96,3279.83,55.87,357.95,467.59,654,Diesel,13.27,1985.07
2015,Jharkhand,243.12,118.54,65732,None,10.57,1907.38,140.69,9366.09,395.16,2916,Gas,20.68,4858.44
2022,Odisha,200.76,463.18,55100,None,12.1,3764.9,47.89,9488.84,141.36,2377,Coal,21.94,4121.53
2022,West Bengal,96.66,252.85,70668,None,44.51,3453.6,183.42,5380.76,195.45,3545,Diesel,17.68,2305.73
2018,Odisha,247.23,357.6,17006,Carbon Capture,8.47,1024.74,56.99,9177.18,418.3,475,Diesel,16.07,3367.48
2019,West Bengal,150.22,167.12,78598,None,14.74,4533.12,108.84,2856.82,499.07,1910,Coal,8.56,2105.46
2020,Maharashtra,70.93,279.94,182117,Renewable Energy,13.69,2310.39,35.21,3814.01,299.2,281,Gas,27.27,4036.98
2024,Jharkhand,182.85,406.37,132545,Afforestation,49.15,2821.18,50.37,7998.3,241.77,3745,Gas,16.87,609.62
2017,West Bengal,187.71,185.41,129613,Carbon Capture,45.03,1513.07,60.15,1083.0,160.15,293,Coal,28.89,2307.21
